	001A	001B	002B	003A	004B	006A	006B	008A	008B	009A	009B	010A	010B	012A	012B	013A	013B	014B	015B	016B	017B	018B	019A	020B	27S	30S	31S	4S
K04084	4	4	5	22	3	143	1	91	24	320	2	815	2	67	358	361	3	759	51	62	1260	494	6	2	639	2	121	1
K04086	65	99	37	3	41	16	20	113	242	31	23	20	181	26	19	6	1	37	126	17	25	10	1266	47	5	12	15	15
K04087	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
K04088	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
K04091	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04092	31	8	17	1114	5	108	3	1098	370	505	10	682	3	375	1134	313	3	438	11	1842	4096	1613	51	7	869	3	1730	3
K04094	3984	4505	235	254	711	406	242	329	1090	217	3031	279	1461	236	237	112	421	270	92	271	469	240	535	1969	89	2385	536	2427
K04096	780	1231	3925	5437	2815	781	2756	3564	366	2902	759	873	520	2999	1691	3699	44	2317	50	4950	2538	788	4829	148	625	1024	1617	1155
K04333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
K04337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K04338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
K04478	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04485	3297	1425	1742	2083	2123	1640	1256	1673	2482	2139	744	3562	716	2740	1900	1204	491	2468	81	1777	2769	1375	1652	913	760	908	1199	1503
K04486	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	28	1	3	3	3	3
K04487	2312	5353	4460	4344	5698	2932	2895	3014	2105	5266	3319	299	2086	3253	2079	2005	402	3309	182	3400	2003	441	4998	2580	1757	2590	3479	3432
K04488	1	3	1	1	1	337	1	30	2	388	1	2342	1	1088	4	3	4	1	2	1	1	3	5	1	1	1	1	1
K04517	40	3	3	384	4	44	3	509	354	318	2	156	2	123	220	262	423	326	4	495	714	410	57	2	245	2	7	2
K04518	56	3	5	457	1	17	1	481	453	277	1	165	1	84	276	300	275	298	3	428	877	413	9	4	206	1	7	1
K04561	1	0	0	0	0	1	0	0	1	1	0	2	4	0	1	1	0	2	0	0	0	0	17	1	1	0	0	0
K04564	2	5	5	468	5	221	4	2	32	147	2	308	7	173	19	4	6	5	149	4	21	44	124	4	3	3	24	3
K04565	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
K04567	10596	8492	10248	15352	13174	5241	6000	13878	11138	10514	4802	9303	3469	8178	6842	6211	4001	11163	589	9167	14827	6554	9708	3117	5634	6396	5392	7289
K04651	1	4	2	2	2	7	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	30	2	2	2	2	2
K04652	1	1	1	1	1	1	1	2	5	24	1	3	1	10	2	1	1	1	1	2	2	1	124	2	2	1	1	1
K04653	1	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	5	1	107	1	1	2	1	1
K04654	7	14	9	267	4	304	4	392	5	272	4	60	4	630	1175	128	631	168	8	404	388	283	94	5	148	1	573	2
K04655	3	12	2	432	10	525	1	621	13	445	2	84	3	994	1522	167	1075	201	3	564	592	441	78	2	148	1	611	1
K04656	3	14	3	774	3	464	4	1010	6	740	6	116	5	1410	1515	281	1139	499	6	943	609	802	38	5	335	2	388	0
K04691	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
K04744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K04749	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0
K04750	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79	1	1	1	4	2	1	1	1	1
K04751	1	1	1	3	1	1	1	1	1	1	1	4	1	1	1	1	1	1	13	1	1	1	6	1	1	1	1	1
K04755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
K04756	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04757	2	0	0	0	2	2	0	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0
K04760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K04761	186	11	26	1332	14	34	15	222	603	179	7	1943	8	48	790	261	5	476	32	587	1864	2410	102	11	1310	3	154	5
K04762	2	2	2	21	2	184	4	132	7	234	4	1194	2	36	173	474	2	624	45	148	1446	823	4	2	470	2	52	2
K04763	17	3689	6355	9126	7064	1439	4036	5854	25	3947	2632	726	1246	4182	1979	4645	15	4004	15	9030	2521	619	10861	14	713	2035	1390	2531
K04764	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04765	1	3	2	3	2	3	2	3	15	4	1	6	108	2	3	8	2	9	1	3	18	5	549	2	2	2	27	2
K04770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04771	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
K04772	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K04774	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04794	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
K04844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05020	2	0	0	0	0	15	0	2	1	41	0	8	0	3	4	9	0	10	35	7	34	8	0	0	0	0	0	0
K05245	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
K05311	5446	16066	15460	19611	14505	480	8378	6916	12169	4835	8303	115	6173	7421	4583	3490	72	6495	117	14566	4270	647	17141	184	1951	14132	5229	17786
K05337	1	1	1	1	1	1	1	1	1	1	1	1	50	1	1	1	1	1	64	1	1	1	1	1	1	1	1	1
K05338	0	1	1	1	1	0	1	1	18	1	0	2	1	1	1	1	1	1	23	1	1	1	1	0	1	1	1	1
K05339	2	11	4	2	12	175	2	5	63	3	22	3	413	15	2	4	2	2	16	2	13	2	5	25	17	12	17	64
K05340	2720	522	76	5	53	1	84	3	750	3	805	5	330	2	3	2	1	1	76	3	1	1	47	18	4	380	306	626
K05343	8	0	2	4	2	5	0	7	171	14	0	2	0	24	26	2	1	7	0	20	17	58	1	3	4	0	2	0
K05346	24	7	7	477	6	296	6	823	402	434	5	134	8	624	1409	356	1062	1186	8	1015	1205	523	3	4	119	1	217	1
K05349	9	1	2	1	1	182	1	4	8	110	1	109	1	59	58	27	1	83	1	2	50	39	2	1	7	1	25	1
K05352	0	0	0	0	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0
K05363	1	2	0	0	0	1	0	1	2	1	0	0	0	1	1	1	3	0	253	0	0	0	3	0	0	0	0	0
K05364	84	4	23	1548	4	62	4	1227	1211	618	1	868	1	257	1240	252	4	1890	4	1150	2478	1977	44	5	815	1	49	1
K05365	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K05366	1895	1510	152	3626	614	1511	173	2792	8587	2414	836	3834	427	1338	2984	1673	646	3748	294	2420	8691	4905	347	1464	2317	1046	1111	1121
K05367	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
K05368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
K05499	12	1	1	1	0	1	0	7	0	0	0	3	0	3	80	3	0	1	2	28	2	4	1	0	2	0	0	0
K05515	13	16	12	263	8	1358	5	535	39	1797	8	996	8	958	965	551	604	1190	107	532	2596	962	132	6	707	3	664	3
K05516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K05517	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
K05520	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5	0	0	0	0	0	3	0	0	0	0	0
K05522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K05523	11	0	1	0	0	4	0	3	0	26	1	8	0	1	5	20	0	4	0	5	29	4	1	0	0	0	0	0
K05526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K05527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
K05539	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05540	0	1	0	1	0	3	0	0	0	2	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1
K05541	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K05546	6456	4673	2939	2489	3046	41	1430	1708	951	1659	2293	21	2116	1086	1035	1159	14	1580	9	1642	582	112	2866	752	417	2370	1101	2811
K05561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05567	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	5	1	1	1	1	1
K05568	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K05576	1	1	1	1	1	337	1	1	1	4	1	105	1	289	1	1	1	99	1	4	1	1	1	1	1	1	147	1
K05578	1	4	4	2	1	1659	3	7	12	44	1	725	1	315	1	7	1	512	1	1	12	1	1	1	1	1	331	1
K05587	0	0	1	0	0	16	0	2	0	6	0	5	0	8	5	1	2	5	0	12	10	1	2	0	0	0	0	0
K05589	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05590	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
K05591	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K05592	5381	6556	7404	10442	10195	3353	5219	6338	5988	8480	4983	3502	2744	5124	4511	5201	1516	5618	357	6241	9545	3397	8596	1936	3752	3519	2353	2965
K05595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
K05601	2	9	6	63	5	107	2	46	23	44	2	110	2	62	187	34	478	52	1103	89	187	156	31	2	66	2	934	2
